product_name,product_price,In_stock,delivery_location,About_this_item
"Boat Airdopes 300, Cinematic Spatial Audio, 50HRS Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Gunmetal Black)","1,499.",In stock,Delivering to Dehradun 248001 - Update location,"4 Mics with AI-ENx Technology: Enter the audio realm leaving noise behind with the boAt Airdopes 300 TWS Earbuds. Featuring a set of four mics, these earbuds retain your voice quality for hassle-free calls. Moreover, these mics are enabled with noise-cancellation powered by Artificial Intelligence so that you can make and attend calls without distortion from any location.    Cinematic Spatial Audio: Dive into the content with spatial audio when you pop in these earbuds. 24-bit audio processing makes listening immersive by adding a dimension to the sound.    50 hours of Playback: Game and stream over the weekend with Airdopes 300 in tow. The massive playtime of up to 50 hours makes it easy to stay entertained no matter what you're watching!    Multipoint Connectivity: Whether you need to juggle calls or catch up on your watchlist across multiple devices, these earbuds have got your back. Connect to two devices at the same time and get your work done right.    In-Ear Detection: Wear your Airdopes 300 for automatically playing the audio or to answer calls and take them out to pause audio or switch calls. With seamless in-ear detection, these earbuds instantly power up entertainment."
